intro_eco_forecast,"Ecological forecasting is a tool that can be used for understanding and predicting changes in populations, communities, and ecosystems. Ecological forecasting is an emerging approach which provides an estimate of the future state of an ecological system with uncertainty, allowing society to prepare for changes in important ecosystem services. Ecological forecasters develop and update forecasts using the iterative forecasting cycle, in which they make a hypothesis of how an ecological system works; embed their hypothesis in a model; and use the model to make a forecast of future conditions. When observations become available, they can assess the accuracy of their forecast, which indicates if their hypothesis is supported or needs to be updated before the next forecast is generated."
this_module,"In this module, students will apply the iterative forecasting cycle to develop an ecological forecast for a National Ecological Observation Network (NEON) site. Students will use NEON data to build an ecological model that predicts primary productivity in an aquatic ecosystem. Using their calibrated model, they will learn about the different components of a forecast with uncertainty and compare productivity forecasts among NEON sites."
goal,"The overarching goal of this module is for students to learn fundamental concepts about ecological forecasting and build a forecast for a NEON site. Students will work with an R Shiny interface to visualize data, build a model, generate a forecast with uncertainty, and then compare the forecast with observations. The A-B-C structure of this module makes it flexible and adaptable to a range of student levels and course structures."
EDDIE,"Project EDDIE (Environmental Data-Driven Inquiry and Exploration) is a suite of education projects composed of STEM disciplinary and educational researchers. We develop flexible classroom teaching modules using large, publicly available datasets to engage students in STEM and improve their quantitative reasoning. Teaching modules span topics such as ecology, limnology, geology, hydrology, and environmental sciences. EDDIE also helps build the associated professional development needed to ensure effective use of the teaching modules."
Macro,"Macrosystems ecology is the study of ecological dynamics at multiple interacting spatial and temporal scales. Our interdisciplinary team is developing flexible classroom modules that introduce undergraduate students to the core concepts of macrosystems ecology and ecological forecasting, supported by the NSF Macrosystems Biology program grant 1926050."
act_A,"Activity A: Visualize data from a selected NEON site, which is used to build a simple ecological model"
act_B,Activity B: Generate a forecast with uncertainty using your model
act_C,Activity C: Apply a forecast to a different NEON site and compare the different forecasts
what_forecast,A forecast is a prediction of future conditions with uncertainty.
why_forecast,We forecast because it help us to make decisions and the information is used to plan for the future.
how_forecast,This module will guide you through the key steps within the forecast cycle and explain how we create ecological forecasts.
eco_forecast1,An ecological forecast is a prediction of future environmental conditions with uncertainty.
eco_forecast2,"An ecological forecast predicts changes in ecosystems in response to environmental drivers such as weather conditions, pollution, or habitat change. It also provides information about how people, economies, and communities may be affected. Local authorities and members of the public use these early warnings to make decisions to protect the health and well-being of a particular area."
LO1,Describe an ecological forecast and the iterative forecasting cycle
LO2,Explore and visualize NEON data
LO3,Construct a simple ecological model to generate forecasts of ecosystem primary productivity with uncertainty
